ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-3140-5p	hsa-miR-3140-5p	hsa-miR-3140-5p	MIMAT0019204	Endogenous1	24.14	14.57	24.61	14.38	17.74	11.15	10.15	12.09	16.47	16.06	9.93	11.41	5.82	22.03	20.3	10.97	10.86	18.69	11.99	15.05		
hsa-miR-3144-3p	hsa-miR-3144-3p	hsa-miR-3144-3p	MIMAT0015015	Endogenous1	37.55	65.95	102.78	109.78	64.69	160.23	164.15	1	83.45	73.71	99.27	178.77	123.1	103.84	1	23.39	188.21	218.49	210.33	52		
hsa-miR-3144-5p	hsa-miR-3144-5p	hsa-miR-3144-5p	MIMAT0015014	Endogenous1	33.52	11.5	13.03	26.14	26.08	29.26	18.61	10.67	25.25	28.35	14.34	26.63	11.63	33.04	23.68	11.7	19.3	27.31	15.26	21.89		
hsa-miR-3147	hsa-miR-3147	hsa-miR-3147	MIMAT0015019	Endogenous1	53.64	30.67	37.64	30.06	48	30.65	27.08	20.62	46.11	43.47	31.99	27.89	23.26	48.77	43.98	21.93	22.92	28.75	15.26	39.68		
hsa-miR-3150b-3p	hsa-miR-3150b-3p	hsa-miR-3150b-3p	MIMAT0018194	Endogenous1	22.8	19.94	15.92	32.67	22.95	18.11	16.92	8.53	17.57	12.28	16.54	15.21	8.72	26.75	16.07	10.97	13.27	10.06	13.08	17.79		
hsa-miR-3151-5p	hsa-miR-3151-5p	hsa-miR-3151-5p	MIMAT0015024	Endogenous1	46.93	26.84	34.74	23.52	28.17	43.19	27.08	16.35	41.72	31.18	24.27	30.43	20.36	44.05	21.99	26.32	30.16	33.06	21.8	20.53		
hsa-miR-3158-3p	hsa-miR-3158-3p	hsa-miR-3158-3p	MIMAT0015032	Endogenous1	21.46	31.44	13.03	19.6	15.65	29.26	16.92	12.09	19.76	30.24	20.96	21.55	13.57	36.19	17.76	16.81	14.48	17.25	11.99	13.68		
hsa-miR-3161	hsa-miR-3161	hsa-miR-3161	MIMAT0015035	Endogenous1	14.75	9.97	23.16	26.14	22.95	36.23	22	10.67	15.37	17.95	18.75	22.82	11.63	31.47	15.22	10.97	12.06	15.81	14.17	21.89		
hsa-miR-3164	hsa-miR-3164	hsa-miR-3164	MIMAT0015038	Endogenous1	14.75	13.8	15.92	30.06	19.82	19.51	25.38	11.38	30.74	28.35	19.85	22.82	13.57	28.32	19.45	10.23	21.72	18.69	8.72	12.32		
hsa-miR-3168	hsa-miR-3168	hsa-miR-3168	MIMAT0015043	Endogenous1	25.48	16.1	17.37	11.76	33.39	32.05	22	6.4	17.57	13.23	19.85	20.29	14.54	28.32	18.61	11.7	26.54	12.94	8.72	13.68		
hsa-miR-3179	hsa-miR-3179	hsa-miR-3179	MIMAT0015056	Endogenous1	26.82	9.97	15.92	18.3	17.74	27.87	23.69	7.82	21.96	16.06	15.44	21.55	11.63	31.47	21.99	10.23	10.86	15.81	13.08	15.05		
hsa-miR-3180	hsa-miR-3180	hsa-miR-3180	MIMAT0018178	Endogenous1	38.89	27.61	34.74	35.29	48	54.34	38.92	22.75	43.92	30.24	27.57	40.57	24.23	59.79	38.06	27.78	25.34	25.87	22.89	26		
hsa-miR-3180-3p	hsa-miR-3180-3p	hsa-miR-3180-3p	MIMAT0015058	Endogenous1	50.96	38.34	33.29	24.83	31.3	25.08	27.08	24.89	66.98	45.36	18.75	24.09	19.39	80.24	32.14	24.12	27.75	27.31	14.17	47.89		
hsa-miR-3180-5p	hsa-miR-3180-5p	hsa-miR-3180-5p	MIMAT0015057	Endogenous1	18.77	15.34	17.37	18.3	15.65	19.51	8.46	11.38	30.74	18.9	13.24	13.95	5.82	22.03	21.14	13.16	16.89	14.37	7.63	12.32		
hsa-miR-3182	hsa-miR-3182	hsa-miR-3182	MIMAT0015062	Endogenous1	45.59	23.01	17.37	16.99	28.17	22.29	15.23	17.06	45.02	22.68	18.75	19.02	11.63	33.04	27.91	16.08	22.92	23	18.53	24.63		
hsa-miR-3185	hsa-miR-3185	hsa-miR-3185	MIMAT0015065	Endogenous1	21.46	11.5	24.61	18.3	27.13	34.83	22	11.38	29.64	17.01	18.75	17.75	11.63	39.33	15.22	18.28	20.51	14.37	16.35	20.53		
hsa-miR-3190-3p	hsa-miR-3190-3p	hsa-miR-3190-3p	MIMAT0022839	Endogenous1	25.48	23.01	28.95	32.67	22.95	18.11	23.69	23.46	18.67	23.62	33.09	20.29	16.48	34.61	20.3	21.2	28.96	28.75	23.98	23.26		
hsa-miR-3192-5p	hsa-miR-3192-5p	hsa-miR-3192-5p	MIMAT0015076	Endogenous1	21.46	11.5	27.5	35.29	28.17	37.62	18.61	9.24	13.18	11.34	19.85	32.97	26.17	17.31	11.84	5.12	19.3	24.44	10.9	20.53		
hsa-miR-3195	hsa-miR-3195	hsa-miR-3195	MIMAT0015079	Endogenous1	24.14	15.34	55.01	27.44	28.17	25.08	23.69	6.4	19.76	15.12	22.06	21.55	15.51	12.59	12.69	8.77	12.06	24.44	13.08	8.21		
hsa-miR-3196	hsa-miR-3196	hsa-miR-3196	MIMAT0015080	Endogenous1	16.09	6.13	11.58	11.76	19.82	12.54	18.61	11.38	25.25	17.01	14.34	15.21	11.63	17.31	10.99	3.66	8.45	12.94	7.63	8.21		
hsa-miR-32-5p	hsa-miR-32-5p	hsa-miR-32-5p	MIMAT0000090	Endogenous1	91.19	144.17	267.8	118.93	97.03	71.06	238.61	165.67	81.25	62.37	191.91	129.33	355.74	106.99	165.76	165.95	154.43	258.74	336.74	34.21		
hsa-miR-3202	hsa-miR-3202	hsa-miR-3202	MIMAT0015089	Endogenous1	67.05	15.34	34.74	19.6	24	43.19	42.31	9.95	42.82	43.47	15.44	35.5	20.36	44.05	21.99	12.43	15.68	38.81	13.08	35.58		
hsa-miR-320a	hsa-miR-320a	hsa-miR-320a	MIMAT0000510	Endogenous1	45.59	23.01	28.95	32.67	27.13	29.26	25.38	16.35	49.41	36.85	17.65	21.55	18.42	50.35	21.99	23.39	16.89	31.62	15.26	27.37		
hsa-miR-320b	hsa-miR-320b	hsa-miR-320b	MIMAT0005792	Endogenous1	22.8	16.87	20.27	15.68	21.91	13.93	13.54	10.67	26.35	19.84	16.54	13.95	16.48	15.73	14.38	10.23	18.1	7.19	7.63	23.26		
hsa-miR-320c	hsa-miR-320c	hsa-miR-320c	MIMAT0005793	Endogenous1	16.09	9.2	8.69	16.99	13.56	18.11	22	12.09	26.35	17.01	15.44	13.95	13.57	25.17	13.53	10.97	10.86	15.81	13.08	13.68		
hsa-miR-320d	hsa-miR-320d	hsa-miR-320d	MIMAT0006764	Endogenous1	25.48	13.04	17.37	15.68	19.82	23.69	13.54	12.8	16.47	26.46	12.13	12.68	12.6	28.32	16.07	11.7	15.68	12.94	8.72	15.05		
hsa-miR-320e	hsa-miR-320e	hsa-miR-320e	MIMAT0015072	Endogenous1	48.28	78.22	36.19	28.75	30.26	29.26	30.46	64.7	49.41	51.97	19.85	22.82	15.51	51.92	54.12	52.64	37.4	35.94	43.59	47.89		
hsa-miR-323a-3p	hsa-miR-323a-3p	hsa-miR-323a-3p	MIMAT0000755	Endogenous1	29.5	20.7	23.16	19.6	24	20.9	25.38	16.35	36.23	22.68	16.54	29.16	12.6	28.32	19.45	13.89	20.51	12.94	7.63	23.26		
hsa-miR-323a-5p	hsa-miR-323a-5p	hsa-miR-323a-5p	MIMAT0004696	Endogenous1	5.36	13.8	10.13	14.38	15.65	1.39	15.23	12.09	19.76	12.28	11.03	17.75	11.63	28.32	10.99	13.16	19.3	11.5	23.98	9.58		
hsa-miR-323b-3p	hsa-miR-323b-3p	hsa-miR-323b-3p	MIMAT0015050	Endogenous1	12.07	17.64	28.95	28.75	32.34	27.87	25.38	4.98	16.47	20.79	13.24	20.29	19.39	14.16	15.22	5.85	16.89	12.94	13.08	10.95		
hsa-miR-323b-5p	hsa-miR-323b-5p	hsa-miR-323b-5p	MIMAT0001630	Endogenous1	21.46	17.64	52.11	30.06	40.69	58.52	37.23	8.53	35.13	28.35	22.06	31.7	23.26	28.32	15.22	13.16	32.58	31.62	26.15	15.05		
hsa-miR-324-3p	hsa-miR-324-3p	hsa-miR-324-3p	MIMAT0000762	Endogenous1	64.37	41.41	41.98	45.74	67.82	44.59	49.07	33.42	50.51	50.08	34.19	40.57	18.42	81.81	52.43	33.63	33.78	50.31	27.24	42.42		
hsa-miR-324-5p	hsa-miR-324-5p	hsa-miR-324-5p	MIMAT0000761	Endogenous1	38.89	52.91	34.74	36.59	26.08	33.44	27.08	44.08	45.02	50.08	25.37	17.75	37.8	33.04	36.37	42.4	30.16	46	34.87	35.58		
hsa-miR-325	hsa-miR-325	hsa-miR-325	MIMAT0000771	Endogenous1	44.25	26.84	50.67	41.82	61.56	62.7	42.31	20.62	59.29	46.3	29.78	34.23	23.26	36.19	32.14	25.59	36.19	43.12	29.42	24.63		
hsa-miR-326	hsa-miR-326	hsa-miR-326	MIMAT0000756	Endogenous1	29.5	13.04	23.16	24.83	18.78	19.51	16.92	15.64	34.04	21.73	14.34	11.41	11.63	25.17	8.46	14.62	10.86	18.69	5.45	12.32		
hsa-miR-328-3p	hsa-miR-328-3p	hsa-miR-328-3p	MIMAT0000752	Endogenous1	21.46	16.87	24.61	15.68	21.91	26.47	20.31	17.78	27.45	17.01	22.06	13.95	18.42	23.6	16.91	14.62	21.72	24.44	16.35	23.26		
hsa-miR-328-5p	hsa-miR-328-5p	hsa-miR-328-5p	MIMAT0026486	Endogenous1	48.28	20.7	36.19	28.75	32.34	27.87	28.77	20.62	39.53	26.46	22.06	25.36	24.23	45.63	23.68	16.81	32.58	27.31	19.62	30.11		
hsa-miR-329-3p	hsa-miR-329-3p	hsa-miR-329-3p	MIMAT0001629	Endogenous1	10.73	9.2	11.58	19.6	20.87	13.93	28.77	9.95	21.96	7.56	12.13	15.21	13.57	18.88	5.92	3.66	15.68	17.25	9.81	13.68		
hsa-miR-329-5p	hsa-miR-329-5p	hsa-miR-329-5p	MIMAT0026555	Endogenous1	45.59	32.21	24.61	28.75	38.6	29.26	27.08	19.91	43.92	40.63	33.09	27.89	22.29	51.92	27.06	16.81	15.68	20.12	17.44	28.74		
hsa-miR-330-3p	hsa-miR-330-3p	hsa-miR-330-3p	MIMAT0000751	Endogenous1	20.11	31.44	20.27	18.3	13.56	27.87	20.31	14.93	28.55	20.79	15.44	12.68	11.63	25.17	32.98	15.35	10.86	11.5	7.63	26		
hsa-miR-330-5p	hsa-miR-330-5p	hsa-miR-330-5p	MIMAT0004693	Endogenous1	20.11	23.01	20.27	19.6	27.13	20.9	20.31	22.04	29.64	28.35	22.06	13.95	11.63	36.19	16.91	14.62	19.3	18.69	7.63	21.89		
hsa-miR-331-3p	hsa-miR-331-3p	hsa-miR-331-3p	MIMAT0000760	Endogenous1	49.62	50.61	52.11	43.13	66.78	52.95	59.23	41.24	38.43	39.69	36.4	54.52	53.31	58.21	46.51	32.9	33.78	50.31	45.77	35.58		
hsa-miR-331-5p	hsa-miR-331-5p	hsa-miR-331-5p	MIMAT0004700	Endogenous1	17.43	21.47	21.71	11.76	17.74	18.11	16.92	18.49	21.96	20.79	22.06	17.75	11.63	20.45	14.38	15.35	18.1	11.5	16.35	20.53		
hsa-miR-335-5p	hsa-miR-335-5p	hsa-miR-335-5p	MIMAT0000765	Endogenous1	25.48	19.94	24.61	31.36	39.65	30.65	27.08	22.75	37.33	29.29	31.99	41.84	20.36	45.63	27.06	20.47	20.51	34.5	19.62	31.47		
hsa-miR-337-3p	hsa-miR-337-3p	hsa-miR-337-3p	MIMAT0000754	Endogenous1	34.87	28.37	30.4	24.83	36.52	23.69	18.61	26.31	29.64	27.4	16.54	20.29	19.39	42.48	29.6	19.01	21.72	17.25	14.17	21.89		
hsa-miR-337-5p	hsa-miR-337-5p	hsa-miR-337-5p	MIMAT0004695	Endogenous1	34.87	23.77	36.19	35.29	33.39	25.08	25.38	25.6	46.11	24.57	19.85	17.75	15.51	37.76	27.91	13.16	19.3	18.69	13.08	26		
hsa-miR-338-5p	hsa-miR-338-5p	hsa-miR-338-5p	MIMAT0004701	Endogenous1	20.11	17.64	18.82	16.99	21.91	26.47	15.23	7.82	26.35	24.57	15.44	15.21	10.66	44.05	21.14	16.81	18.1	18.69	15.26	16.42		
hsa-miR-339-3p	hsa-miR-339-3p	hsa-miR-339-3p	MIMAT0004702	Endogenous1	40.23	28.37	24.61	16.99	28.17	16.72	28.77	17.06	38.43	36.85	20.96	12.68	12.6	34.61	30.45	16.81	14.48	7.19	15.26	19.16		
hsa-miR-339-5p	hsa-miR-339-5p	hsa-miR-339-5p	MIMAT0000764	Endogenous1	28.16	39.88	14.48	15.68	27.13	23.69	15.23	27.02	45.02	41.58	11.03	25.36	20.36	45.63	28.75	20.47	10.86	27.31	18.53	28.74		
hsa-miR-33a-5p	hsa-miR-33a-5p	hsa-miR-33a-5p	MIMAT0000091	Endogenous1	64.37	26.07	53.56	41.82	49.04	41.8	40.61	41.24	42.82	41.58	35.29	43.11	31.02	62.93	34.67	29.24	33.78	48.87	49.04	32.84		
hsa-miR-33b-5p	hsa-miR-33b-5p	hsa-miR-33b-5p	MIMAT0003301	Endogenous1	45.59	24.54	24.61	30.06	31.3	32.05	28.77	20.62	38.43	24.57	23.16	29.16	12.6	47.2	38.06	21.2	18.1	14.37	21.8	28.74		
hsa-miR-340-5p	hsa-miR-340-5p	hsa-miR-340-5p	MIMAT0004692	Endogenous1	364.75	620.37	571.79	415.59	467.43	310.71	546.59	711.03	398.56	419.57	478.68	476.73	808.42	245.44	468.52	415.97	475.35	606.61	751.95	138.21		
hsa-miR-342-3p	hsa-miR-342-3p	hsa-miR-342-3p	MIMAT0000753	Endogenous1	222.61	384.95	230.17	226.09	370.4	313.49	155.69	467.86	400.76	313.73	195.22	186.38	193.87	157.33	256.25	151.33	223.2	231.43	207.06	317.47		
hsa-miR-342-5p	hsa-miR-342-5p	hsa-miR-342-5p	MIMAT0004694	Endogenous1	16.09	12.27	5.79	15.68	17.74	5.57	3.38	11.38	23.06	20.79	9.93	13.95	12.6	22.03	16.07	11.7	12.06	5.75	9.81	16.42		
hsa-miR-345-3p	hsa-miR-345-3p	hsa-miR-345-3p	MIMAT0022698	Endogenous1	29.5	16.87	17.37	30.06	37.56	43.19	30.46	11.38	25.25	17.01	19.85	22.82	16.48	33.04	20.3	10.97	21.72	21.56	10.9	15.05		
hsa-miR-345-5p	hsa-miR-345-5p	hsa-miR-345-5p	MIMAT0000772	Endogenous1	29.5	32.21	18.82	18.3	33.39	23.69	27.08	33.42	31.84	21.73	25.37	27.89	20.36	28.32	25.37	21.93	16.89	20.12	32.69	27.37		
hsa-miR-346	hsa-miR-346	hsa-miR-346	MIMAT0000773	Endogenous1	36.21	18.4	30.4	41.82	35.47	29.26	33.84	19.2	48.31	33.07	16.54	24.09	19.39	47.2	36.37	21.93	13.27	25.87	10.9	50.63		
hsa-miR-34a-5p	hsa-miR-34a-5p	hsa-miR-34a-5p	MIMAT0000255	Endogenous1	45.59	36.81	37.64	32.67	41.73	44.59	40.61	23.46	47.21	34.96	25.37	24.09	20.36	61.36	46.51	24.12	41.02	25.87	16.35	32.84		
hsa-miR-34b-3p	hsa-miR-34b-3p	hsa-miR-34b-3p	MIMAT0004676	Endogenous1	38.89	31.44	26.06	18.3	27.13	26.47	10.15	12.09	32.94	16.06	18.75	24.09	13.57	37.76	18.61	25.59	8.45	21.56	10.9	16.42		
hsa-miR-34c-3p	hsa-miR-34c-3p	hsa-miR-34c-3p	MIMAT0004677	Endogenous1	44.25	19.94	27.5	11.76	29.21	20.9	30.46	21.33	41.72	38.74	18.75	24.09	10.66	33.04	28.75	14.62	14.48	27.31	16.35	36.95		
hsa-miR-34c-5p	hsa-miR-34c-5p	hsa-miR-34c-5p	MIMAT0000686	Endogenous1	24.14	17.64	20.27	13.07	19.82	11.15	16.92	12.8	27.45	24.57	12.13	12.68	12.6	28.32	30.45	10.97	8.45	15.81	4.36	17.79		
hsa-miR-3605-3p	hsa-miR-3605-3p	hsa-miR-3605-3p	MIMAT0017982	Endogenous1	16.09	10.74	14.48	11.76	14.61	15.33	16.92	9.24	14.27	17.01	4.41	12.68	9.69	22.03	16.91	9.5	9.65	20.12	4.36	13.68		
hsa-miR-3605-5p	hsa-miR-3605-5p	hsa-miR-3605-5p	MIMAT0017981	Endogenous1	29.5	12.27	24.61	36.59	39.65	37.62	30.46	12.8	28.55	25.51	22.06	25.36	23.26	39.33	27.06	10.97	28.96	27.31	17.44	30.11		
hsa-miR-361-3p	hsa-miR-361-3p	hsa-miR-361-3p	MIMAT0004682	Endogenous1	105.94	126.53	95.54	88.87	95.99	98.92	72.77	167.8	110.89	110.56	90.44	54.52	94.02	58.21	132.78	111.12	91.69	104.93	96.99	168.31		
hsa-miR-361-5p	hsa-miR-361-5p	hsa-miR-361-5p	MIMAT0000703	Endogenous1	109.96	256.89	107.12	121.54	126.25	108.68	118.46	297.92	222.89	194.66	135.66	92.56	114.38	151.04	168.29	168.87	88.07	87.69	86.09	205.26		
hsa-miR-3613-3p	hsa-miR-3613-3p	hsa-miR-3613-3p	MIMAT0017991	Endogenous1	30.84	9.97	26.06	22.22	31.3	29.26	22	11.38	30.74	31.18	22.06	20.29	18.42	34.61	20.3	18.28	16.89	27.31	9.81	28.74		
hsa-miR-3613-5p	hsa-miR-3613-5p	hsa-miR-3613-5p	MIMAT0017990	Endogenous1	17.43	19.94	24.61	18.3	24	12.54	18.61	14.22	16.47	16.06	16.54	24.09	11.63	15.73	12.69	13.16	28.96	21.56	16.35	13.68		
hsa-miR-3614-3p	hsa-miR-3614-3p	hsa-miR-3614-3p	MIMAT0017993	Endogenous1	26.82	21.47	28.95	35.29	35.47	26.47	28.77	21.33	47.21	21.73	29.78	31.7	20.36	33.04	37.21	21.2	27.75	12.94	17.44	32.84		
hsa-miR-3614-5p	hsa-miR-3614-5p	hsa-miR-3614-5p	MIMAT0017992	Endogenous1	33.52	15.34	21.71	23.52	29.21	23.69	28.77	19.91	34.04	23.62	12.13	19.02	19.39	37.76	30.45	16.08	25.34	15.81	9.81	32.84		
hsa-miR-3615	hsa-miR-3615	hsa-miR-3615	MIMAT0017994	Endogenous1	22.8	13.8	15.92	35.29	34.43	22.29	32.15	9.24	29.64	24.57	15.44	27.89	26.17	31.47	20.3	16.81	15.68	14.37	26.15	23.26		
hsa-miR-362-3p	hsa-miR-362-3p	hsa-miR-362-3p	MIMAT0004683	Endogenous1	52.3	93.55	21.71	23.52	27.13	26.47	35.54	59.02	54.9	49.14	29.78	26.63	43.62	39.33	53.28	54.1	30.16	38.81	31.6	34.21		
hsa-miR-362-5p	hsa-miR-362-5p	hsa-miR-362-5p	MIMAT0000705	Endogenous1	57.66	126.53	78.17	81.03	63.65	71.06	76.15	105.23	91.13	104.89	90.44	117.91	95.96	81.81	87.95	100.15	95.31	81.94	115.52	136.84		
hsa-miR-363-3p	hsa-miR-363-3p	hsa-miR-363-3p	MIMAT0000707	Endogenous1	60.34	48.31	65.14	145.06	53.21	76.63	64.31	48.35	92.23	56.7	108.09	71	91.12	62.93	74.42	70.91	94.11	70.44	62.12	41.05		
hsa-miR-363-5p	hsa-miR-363-5p	hsa-miR-363-5p	MIMAT0003385	Endogenous1	34.87	23.01	23.16	32.67	27.13	30.65	30.46	8.53	39.53	24.57	19.85	39.3	18.42	29.89	18.61	13.16	27.75	23	18.53	21.89		
hsa-miR-365a-3p+hsa-miR-365b-3p	hsa-miR-365a-3p+hsa-miR-365b-3p	hsa-miR-365a-3p+hsa-miR-365b-3p	MIMAT0000710	Endogenous1	72.41	63.65	53.56	48.35	57.39	41.8	38.92	86.75	68.07	69.93	40.81	46.91	43.62	66.08	62.58	43.13	53.09	35.94	33.78	47.89		
hsa-miR-365b-5p	hsa-miR-365b-5p	hsa-miR-365b-5p	MIMAT0022833	Endogenous1	25.48	11.5	24.61	19.6	33.39	18.11	20.31	9.24	21.96	21.73	16.54	19.02	15.51	12.59	12.69	9.5	9.65	10.06	14.17	12.32		
hsa-miR-367-3p	hsa-miR-367-3p	hsa-miR-367-3p	MIMAT0000719	Endogenous1	40.23	23.01	10.13	22.22	26.08	34.83	23.69	14.22	43.92	33.07	17.65	16.48	7.75	33.04	23.68	11.7	16.89	23	13.08	17.79		
hsa-miR-369-3p	hsa-miR-369-3p	hsa-miR-369-3p	MIMAT0000721	Endogenous1	33.52	29.14	14.48	26.14	32.34	32.05	25.38	17.06	34.04	38.74	29.78	21.55	22.29	50.35	25.37	16.08	14.48	18.69	16.35	30.11		
hsa-miR-369-5p	hsa-miR-369-5p	hsa-miR-369-5p	MIMAT0001621	Endogenous1	25.48	16.87	23.16	19.6	22.95	25.08	18.61	10.67	16.47	21.73	14.34	19.02	13.57	34.61	18.61	5.85	18.1	20.12	16.35	23.26		
hsa-miR-3690	hsa-miR-3690	hsa-miR-3690	MIMAT0018119	Endogenous1	34.87	18.4	26.06	22.22	16.69	22.29	16.92	15.64	46.11	30.24	22.06	32.97	14.54	29.89	14.38	16.81	16.89	10.06	11.99	30.11		
hsa-miR-370-3p	hsa-miR-370-3p	hsa-miR-370-3p	MIMAT0000722	Endogenous1	30.84	26.84	20.27	30.06	34.43	30.65	30.46	14.93	46.11	34.02	14.34	27.89	16.48	42.48	35.52	10.97	26.54	20.12	18.53	30.11		
hsa-miR-370-5p	hsa-miR-370-5p	hsa-miR-370-5p	MIMAT0026483	Endogenous1	17.43	16.1	18.82	19.6	21.91	22.29	25.38	10.67	26.35	15.12	6.62	13.95	11.63	18.88	16.07	8.04	12.06	5.75	5.45	16.42		
hsa-miR-371a-5p	hsa-miR-371a-5p	hsa-miR-371a-5p	MIMAT0004687	Endogenous1	50.96	32.97	30.4	37.9	40.69	34.83	30.46	32.71	56	57.64	14.34	24.09	16.48	66.08	27.91	28.51	30.16	33.06	11.99	46.53		
hsa-miR-371b-5p	hsa-miR-371b-5p	hsa-miR-371b-5p	MIMAT0019892	Endogenous1	46.93	29.91	17.37	20.91	25.04	29.26	15.23	30.57	41.72	39.69	18.75	27.89	15.51	56.64	33.83	27.78	12.06	18.69	13.08	23.26		
hsa-miR-372-3p	hsa-miR-372-3p	hsa-miR-372-3p	MIMAT0000724	Endogenous1	32.18	26.84	13.03	18.3	28.17	27.87	15.23	14.93	31.84	34.02	13.24	13.95	16.48	51.92	24.53	24.12	16.89	17.25	13.08	23.26		
hsa-miR-373-3p	hsa-miR-373-3p	hsa-miR-373-3p	MIMAT0000726	Endogenous1	21.46	25.31	21.71	19.6	27.13	18.11	11.85	15.64	31.84	23.62	12.13	17.75	13.57	29.89	30.45	21.2	13.27	21.56	13.08	28.74		
hsa-miR-374a-3p	hsa-miR-374a-3p	hsa-miR-374a-3p	MIMAT0004688	Endogenous1	34.87	20.7	30.4	26.14	19.82	40.41	30.46	12.09	29.64	33.07	11.03	20.29	17.45	36.19	27.91	16.81	26.54	25.87	13.08	30.11		
hsa-miR-374a-5p	hsa-miR-374a-5p	hsa-miR-374a-5p	MIMAT0000727	Endogenous1	996.36	1918.64	1068.31	725.32	742.88	515.52	1069.49	2037.1	1303.28	1202.01	1100.75	740.45	1208.75	948.71	1371.73	1503.04	781.8	924.29	1149.73	561.05		
hsa-miR-374b-5p	hsa-miR-374b-5p	hsa-miR-374b-5p	MIMAT0004955	Endogenous1	85.82	146.47	78.17	75.8	87.64	52.95	44	229.66	105.4	95.44	97.06	74.81	70.76	61.36	112.48	116.97	59.12	90.56	54.49	121.79		
hsa-miR-374c-5p	hsa-miR-374c-5p	hsa-miR-374c-5p	MIMAT0018443	Endogenous1	21.46	19.94	41.98	11.76	18.78	23.69	20.31	14.93	24.16	17.95	5.51	17.75	11.63	23.6	9.3	18.28	18.1	12.94	9.81	23.26		
hsa-miR-375	hsa-miR-375	hsa-miR-375	MIMAT0000728	Endogenous1	22.8	17.64	4.34	19.6	16.69	13.93	8.46	14.93	20.86	17.95	8.82	12.68	10.66	18.88	16.07	11.7	9.65	14.37	11.99	23.26		
hsa-miR-376a-2-5p	hsa-miR-376a-2-5p	hsa-miR-376a-2-5p	MIMAT0022928	Endogenous1	40.23	26.07	21.71	20.91	32.34	20.9	15.23	10.67	34.04	32.13	18.75	13.95	11.63	59.79	34.67	16.81	12.06	11.5	18.53	21.89		
hsa-miR-376a-3p	hsa-miR-376a-3p	hsa-miR-376a-3p	MIMAT0000729	Endogenous1	33.52	26.07	44.87	47.05	75.12	58.52	40.61	39.11	34.04	38.74	20.96	31.7	28.11	39.33	45.67	24.86	41.02	34.5	19.62	27.37		
hsa-miR-376b-3p	hsa-miR-376b-3p	hsa-miR-376b-3p	MIMAT0002172	Endogenous1	16.09	17.64	18.82	27.44	33.39	39.01	32.15	13.51	36.23	19.84	9.93	25.36	13.57	25.17	20.3	10.97	22.92	25.87	13.08	15.05		
hsa-miR-376c-3p	hsa-miR-376c-3p	hsa-miR-376c-3p	MIMAT0000720	Endogenous1	28.16	19.94	20.27	24.83	14.61	18.11	18.61	17.06	29.64	19.84	13.24	25.36	11.63	34.61	21.14	13.16	14.48	17.25	11.99	16.42		
hsa-miR-376c-5p	hsa-miR-376c-5p	hsa-miR-376c-5p	MIMAT0022861	Endogenous1	18.77	18.4	26.06	15.68	26.08	20.9	30.46	8.53	31.84	22.68	16.54	27.89	5.82	34.61	15.22	11.7	14.48	15.81	8.72	10.95		
hsa-miR-377-3p	hsa-miR-377-3p	hsa-miR-377-3p	MIMAT0000730	Endogenous1	53.64	31.44	43.43	30.06	34.43	39.01	37.23	32	61.49	34.02	35.29	43.11	22.29	62.93	36.37	31.44	28.96	35.94	29.42	23.26		
hsa-miR-378b	hsa-miR-378b	hsa-miR-378b	MIMAT0014999	Endogenous1	37.55	21.47	28.95	22.22	30.26	27.87	23.69	24.89	32.94	23.62	18.75	27.89	24.23	44.05	20.3	15.35	14.48	12.94	6.54	17.79		
hsa-miR-378c	hsa-miR-378c	hsa-miR-378c	MIMAT0016847	Endogenous1	20.11	12.27	15.92	13.07	14.61	18.11	20.31	9.95	14.27	16.06	17.65	20.29	6.79	25.17	10.99	6.58	18.1	12.94	6.54	21.89		
hsa-miR-378d	hsa-miR-378d	hsa-miR-378d	MIMAT0018926	Endogenous1	54.98	23.77	15.92	26.14	31.3	32.05	30.46	24.18	35.13	22.68	20.96	27.89	11.63	51.92	25.37	23.39	15.68	30.19	13.08	27.37		
hsa-miR-378e	hsa-miR-378e	hsa-miR-378e	MIMAT0018927	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-378f	hsa-miR-378f	hsa-miR-378f	MIMAT0018932	Endogenous1	38.89	36.81	55.01	45.74	45.91	59.91	55.84	22.75	37.33	44.41	25.37	49.45	26.17	64.51	44.82	25.59	34.99	50.31	23.98	26		
hsa-miR-378g	hsa-miR-378g	hsa-miR-378g	MIMAT0018937	Endogenous1	77.78	54.45	91.2	69.26	91.82	75.24	89.69	66.13	57.09	55.75	70.59	58.32	81.42	78.67	77.8	61.41	73.6	92	74.11	62.95		
hsa-miR-378h	hsa-miR-378h	hsa-miR-378h	MIMAT0018984	Endogenous1	24.14	24.54	31.85	22.22	37.56	26.47	15.23	27.02	25.25	34.02	18.75	17.75	20.36	36.19	18.61	22.66	28.96	23	18.53	26		
