"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-1269b",0.178704605978202,0.570216624736163,0.919885363810611,4.12189159398235,0.575336627543214
"hsa-miR-127-3p",-0.170920632420763,0.563631873077537,0.919885363810611,5.07124619706586,-0.585256275058457
"hsa-miR-127-5p",-0.448864916065365,0.394763165399727,0.919885363810611,4.21479517000892,-0.865960393377979
"hsa-miR-1270",-0.197707582727397,0.444652556535419,0.919885363810611,5.11387182517524,-0.776674164208378
"hsa-miR-1271-3p",-0.430352615905122,0.276444301129938,0.919885363810611,3.72969200873319,-1.11269874765335
"hsa-miR-1271-5p",-0.717560032183102,0.0419180662148469,0.919885363810611,5.03940696563339,-2.14455808894288
"hsa-miR-1272",-0.589281156808205,0.365967691560811,0.919885363810611,4.07706171157031,-0.920810669720433
"hsa-miR-1273c",-0.150150476540393,0.574421607633321,0.919885363810611,4.68140052342957,-0.569032330369044
"hsa-miR-1275",-0.145473906816077,0.622007637386541,0.945451608827542,4.08739065901533,-0.499206210663695
"hsa-miR-1276",0.00858756870619093,0.979498372763669,0.991748303015441,4.50084167314144,0.0259567049103876
"hsa-miR-1277-3p",0.327821697557208,0.296731837646474,0.919885363810611,5.04356136876409,1.06577310254824
"hsa-miR-1278",-0.195081907470399,0.564614756135158,0.919885363810611,4.34884696243946,-0.583771870674594
"hsa-miR-1279",-0.142141907126876,0.633643678870157,0.945628158196145,4.99191172783041,-0.482519283820411
"hsa-miR-128-1-5p",-0.479675542306554,0.228517573262975,0.919885363810611,4.14704523620472,-1.23450113037275
"hsa-miR-128-2-5p",-0.403189609742852,0.2463879573941,0.919885363810611,4.17810141146039,-1.18704939399352
"hsa-miR-128-3p",-0.0793207851983406,0.693054190934327,0.948640213320057,1.14324629527076,-0.399321312136673
"hsa-miR-1281",-0.377722234341738,0.336564132250301,0.919885363810611,4.48452489770528,-0.979855253828097
"hsa-miR-1283",-0.0793207851983406,0.693054190934327,0.948640213320057,1.14324629527076,-0.399321312136673
"hsa-miR-1285-3p",-0.291686461680138,0.374169223339132,0.919885363810611,4.2158510885303,-0.90490926138259
"hsa-miR-1285-5p",-0.0589945360485684,0.843931338960909,0.983149209475628,5.46261448406223,-0.198927941504357
"hsa-miR-1286",-0.444782932230098,0.16084851325852,0.919885363810611,4.69135080579691,-1.44519032854436
"hsa-miR-1287-3p",-0.557533626487973,0.0773983419827745,0.919885363810611,4.24517533599356,-1.84196333338702
"hsa-miR-1287-5p",0.0679630372731808,0.836824080213547,0.98176395954131,4.7977176147359,0.208121033964105
"hsa-miR-1288-3p",-0.634810811321881,0.0896004654813243,0.919885363810611,3.91607084939289,-1.76618245067704
