"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-1269a",-0.239569043846943,0.44229265403835,0.73528629706123,5.11346970376231,-0.78075380253236
"hsa-miR-1269b",-0.194250556536997,0.573176102355659,0.799867086570851,4.12189159398235,-0.570897216800116
"hsa-miR-127-3p",-0.189710359492114,0.558521088565035,0.79411874108848,5.07124619706586,-0.592996338464073
"hsa-miR-127-5p",-0.755299151146515,0.195490847666158,0.630695505869534,4.21479517000892,-1.33018100249591
"hsa-miR-1270",-0.318478388582502,0.26425442587754,0.670158901343609,5.11387182517524,-1.14210195948821
"hsa-miR-1271-3p",-0.556782030214763,0.200747692344438,0.630695505869534,3.72969200873319,-1.31415847239395
"hsa-miR-1271-5p",-0.613519588960916,0.106652538813251,0.611921338001418,5.03940696563339,-1.67385326753555
"hsa-miR-1272",-1.00474122466601,0.16420956847141,0.611921338001418,4.07706171157031,-1.43321514129273
"hsa-miR-1273c",-0.321771585580661,0.276239510652886,0.670158901343609,4.68140052342957,-1.11318486969316
"hsa-miR-1275",-0.515198919114842,0.11912512847892,0.611921338001418,4.08739065901533,-1.61390957309772
"hsa-miR-1276",-0.311739290404156,0.397890171078249,0.7266081401895,4.50084167314144,-0.860162004187531
"hsa-miR-1277-3p",0.638193066548136,0.0698702176179439,0.609467853313963,5.04356136876409,1.89403726420628
"hsa-miR-1278",-0.321264315505318,0.388532280109403,0.718563025319265,4.34884696243946,-0.877602874290164
"hsa-miR-1279",-0.230966883016784,0.480801132932559,0.753790381297017,4.99191172783041,-0.715733964660844
"hsa-miR-128-1-5p",-0.264461508796587,0.540024539857535,0.787823734563643,4.14704523620472,-0.621320617229658
"hsa-miR-128-2-5p",-0.298139077386235,0.430531363421004,0.73528629706123,4.17810141146039,-0.801286339842239
"hsa-miR-128-3p",0.00303359703917594,0.988987710642594,0.994023047266888,1.14324629527076,0.0139412833337171
"hsa-miR-1281",-0.356600684192713,0.406435354215667,0.735157937179889,4.48452489770528,-0.844463581133927
"hsa-miR-1283",0.00303359703917594,0.988987710642594,0.994023047266888,1.14324629527076,0.0139412833337171
"hsa-miR-1285-3p",-0.241748435225165,0.499882762636154,0.75837727107158,4.2158510885303,-0.684639275344528
"hsa-miR-1285-5p",-0.0354670353223598,0.913938021287955,0.967271274519613,5.46261448406223,-0.109173758766953
"hsa-miR-1286",-0.429551586276586,0.214370691618671,0.636416312455498,4.69135080579691,-1.27409448861977
"hsa-miR-1287-3p",-0.431393135636685,0.205130795741812,0.63088000204103,4.24517533599356,-1.30104561093297
"hsa-miR-1287-5p",-0.267363242823601,0.461807496019964,0.74298867303212,4.7977176147359,-0.747402029213451
"hsa-miR-1288-3p",-0.480390957066692,0.233834595226708,0.657042278137017,3.91607084939289,-1.22010006771436
"hsa-miR-1289",-0.335647174702926,0.358611947718787,0.7106175072709,4.3623225248517,-0.93527412591823
"hsa-miR-129-2-3p",-0.468606875924614,0.158107084701399,0.611921338001418,4.95048008029394,-1.45510723028175
"hsa-miR-129-5p",-0.507252366659166,0.24263928046441,0.663103239077393,3.98700337191713,-1.1967845657321
"hsa-miR-1290",-0.333898632149376,0.360126662771317,0.711339299236414,5.4439699687696,-0.932279748268845
